asin,price_pos,leak_pos,absorb_pos,comfort_pos,material_pos,package_pos,size_pos,price_neg,leak_neg,absorb_neg,comfort_neg,material_neg,package_neg,size_neg
B082VVRKTP,4,2,12,1,0,0,1,0,0,0,0,0,0,0
B083F5FQVN,4,26,4,38,1,6,37,0,0,0,0,0,0,2
B083SL43LW,0,6,6,5,0,0,4,0,0,0,0,0,0,0
B083SLGSVK,0,6,6,5,0,0,4,0,0,0,0,0,0,0
B083XVMFDC,1,0,0,0,1,2,0,0,0,0,0,0,0,0
B0846FWYLN,1,0,6,0,0,0,0,0,0,0,0,0,0,0
B0846G2HMX,2,2,0,3,0,0,0,0,2,0,0,0,0,0
B08496LDTN,0,16,0,33,0,0,6,0,4,0,3,0,0,1
B08496NK3Q,4,78,2,66,10,2,26,0,4,0,8,0,0,0
B084DW23M5,6,0,17,22,1,7,1,0,0,0,0,0,0,0
B084K46K4T,1,6,0,7,1,0,0,0,0,0,0,0,0,0
B084WWBCNG,7,2,4,3,0,2,4,0,0,0,0,0,0,0
B0852RH5CD,0,0,3,3,0,2,0,0,0,0,0,0,0,0
B0853BWTSN,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B085WDK4Y4,2,0,1,2,0,1,0,0,0,0,0,0,0,0
B085WDWJ9N,10,2,0,2,4,1,7,0,0,0,3,0,0,0
B0861KCCKX,1,0,0,2,0,1,1,0,0,0,0,0,0,0
B0865LR99T,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B086694C6G,2,3,0,4,1,0,4,0,0,0,0,0,0,1
B086BFSL34,3,64,3,137,2,0,52,0,2,0,3,0,0,1
B086N6FBH9,1,0,0,0,0,9,0,0,0,0,0,0,0,0
B086N95H6B,1,0,3,0,0,0,0,0,0,0,0,0,0,0
B086RBKNZM,1,0,9,6,1,2,0,0,0,0,0,0,0,0
B086X2MBZF,2,2,0,4,0,0,1,0,0,0,0,0,0,0
B088WCR7GC,0,0,4,0,0,0,0,0,0,0,0,0,0,0
B088X8CLLX,4,4,27,13,7,1,1,0,0,0,0,0,0,0
B0894TYCWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B089PR8GSX,2,0,7,6,2,0,0,0,0,0,0,0,0,0
B08BD4DFDS,1,0,3,2,0,0,0,0,0,0,0,0,0,0
B08BX8TTVS,0,0,5,2,0,4,2,0,0,0,0,0,0,0
B08CKLZ7W5,0,0,0,0,0,0,2,0,0,0,0,0,0,0
B08D8LJYDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B08DDTTMZY,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B08DTX45DY,0,22,0,77,3,0,9,0,2,0,3,0,0,0
B08FN42SS8,1,2,3,0,0,0,0,0,0,0,0,0,0,0
B08FN4JBZJ,0,0,6,6,0,0,0,0,0,0,0,0,0,0
B08FTHY5HJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B08G4K7R4X,0,1,0,5,0,0,0,0,0,0,2,0,0,0
B08GCYDBSJ,4,2,0,1,0,2,0,0,0,0,0,0,0,0
B08GSHZMYM,3,38,1,85,5,4,19,0,8,0,0,0,0,0
B08KFF4MSX,0,0,0,2,0,1,0,0,0,0,0,0,0,0
B08KH6FJ6R,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B08KH9VGG8,18,1,49,66,6,6,3,2,0,0,0,0,0,0
B08KSJG8WJ,4,0,9,5,0,2,0,0,0,0,0,0,0,0
B08KTB31HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B08KWNCSFB,2,0,0,2,0,0,0,0,0,0,0,0,0,0
B08KWP7T9K,0,4,0,6,0,0,0,0,0,0,0,0,0,0
B08KWR5R95,0,5,4,4,0,0,0,0,0,0,0,0,0,0
B08L5SWSQM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B08LFP63NP,3,0,0,9,7,0,7,0,0,0,6,0,0,0
B08LM39SV3,4,0,7,15,0,0,0,0,0,3,0,0,0,0
B08LM39WF7,2,0,4,0,0,4,0,0,0,0,0,0,0,0
B08LM4H7CP,2,0,4,2,1,0,0,0,0,0,0,0,0,0
B08LNXYQ8Y,2,21,0,32,3,0,36,0,2,0,3,0,0,1
B08MPVT6JM,0,9,0,23,2,1,10,0,2,0,3,0,0,0
B08N5NMXBC,1,0,7,2,0,0,0,0,0,0,0,0,0,0
B08N5W5S34,1,0,3,6,0,0,0,0,0,0,0,0,0,0
B08NB4KTVM,3,14,19,34,5,5,4,0,0,0,6,0,0,0
B08NK7TQ1T,0,0,4,6,0,0,0,0,0,0,0,0,0,0
B08PBV8BHL,0,4,3,5,0,0,4,0,0,0,0,0,0,1
B08Q6F41GG,2,0,3,0,0,2,0,0,0,0,0,0,0,0
B08QZ61MKR,0,0,3,2,0,0,0,0,0,0,0,0,0,0
B08S41Y6Q7,0,4,0,8,1,0,2,0,0,0,0,0,0,0
B08VRGG5RZ,6,19,0,29,7,4,31,0,0,0,0,0,0,0
B08WGLLCPP,0,9,0,16,1,0,11,0,0,0,3,0,0,0
B08WLB3ZJ7,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B08WLCFDQK,0,4,3,4,0,0,1,0,0,0,0,0,0,0
B08WLRY4YT,0,2,6,5,0,0,0,0,0,0,0,0,0,0
B08XKLPQDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B08XWX3W5S,0,0,1,1,2,0,1,0,0,0,0,0,0,0
B08XWX982S,0,2,1,0,0,0,0,0,0,0,0,0,0,0
B08XZRLFXZ,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B08YD8GB4L,0,2,6,3,0,0,4,0,0,0,0,0,0,0
B08YG9YWX1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
B08YH7KBHP,0,4,0,10,1,0,1,0,0,0,0,0,0,0
B08YLH3MB2,18,44,24,47,1,6,6,0,1,0,2,0,0,0
B08YP4JKMH,7,12,37,36,2,7,8,0,0,0,0,0,0,0
B08YP4PPKM,9,37,23,28,1,9,15,0,1,0,0,0,0,0
B08YP68DN5,12,9,33,60,4,8,11,0,0,0,0,0,0,0
B08YP71V36,8,11,25,52,2,10,6,0,0,0,0,0,0,0
B08YYQNPXX,6,2,34,12,7,7,5,0,0,0,0,0,0,0
B08Z2YH7GG,0,2,6,3,0,0,4,0,0,0,0,0,0,0
B08Z62C1WQ,0,6,0,10,2,2,5,0,0,0,0,0,0,0
B08Z89J8DF,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B08ZHFYP3T,0,0,3,0,0,1,0,0,0,0,0,0,0,0
B08ZMR1GS5,2,5,35,6,11,8,1,1,0,3,0,0,0,0
B08ZMS4BYX,0,4,8,5,0,0,1,0,0,0,0,0,0,0
B08ZMSXLPN,1,0,0,0,1,1,1,0,0,0,0,0,0,0
B091BVF2K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B091MDVJ7S,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B09286JWWD,0,2,8,4,0,0,2,0,0,0,0,0,0,0
B09288Q37D,0,4,14,4,2,0,1,0,0,0,2,0,0,0
B092SD2XQ7,1,2,0,4,0,0,1,0,0,0,0,0,0,0
B092ZKSW26,0,0,0,10,0,0,1,0,4,0,2,0,0,0
B094G1XS16,0,2,0,2,3,0,0,0,0,0,0,0,0,0
B094MNQLYM,1,0,0,3,0,2,1,0,0,0,0,0,0,0
B094XXX5HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B095HF9F2F,0,0,4,3,1,0,0,0,0,0,0,0,0,0
B095HRKBDT,1,0,3,6,0,0,6,0,0,0,0,0,0,0
B095XD38J5,0,2,0,9,0,0,2,0,0,0,0,0,0,0
B09642TX95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B096SCZRD6,1,0,7,8,0,0,3,0,0,0,0,0,0,0
B096SM1MTD,0,3,8,4,0,0,7,0,0,0,0,0,0,1
B096SMDLMD,0,3,8,4,0,0,7,0,0,0,0,0,0,1
B097B1NFH5,1,2,0,1,0,0,1,0,0,0,0,0,0,0
B097B1TM45,0,1,1,2,0,0,0,0,0,0,0,0,0,0
B097B1YJ1B,1,0,0,3,0,6,0,0,0,0,0,0,0,0
B097B1ZWRX,1,0,0,2,2,1,0,0,0,0,0,0,0,0
B097B25TYH,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B097B2YRYV,2,0,0,0,0,0,0,1,0,0,0,0,0,0
B097JTKJMB,2,0,5,2,0,0,0,0,1,0,2,0,0,0
B0983JCQS9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B098BRY6TD,0,12,3,14,0,0,2,0,7,0,6,0,0,0
B098P53NDB,1,0,0,2,0,0,0,0,0,0,2,0,0,0
B09926D5LG,1,2,1,6,0,0,0,0,0,0,0,0,0,0
B099P53C5J,21,101,0,124,8,0,68,0,7,1,10,0,0,0
B099P716VY,5,17,0,4,0,0,3,0,2,1,0,0,0,0
B09BF5XGZ9,1,0,4,4,1,0,0,0,0,0,0,0,0,0
B09BTBF7RH,7,46,66,64,1,0,25,0,7,0,5,0,0,0
B09BTQ5434,0,8,9,10,0,0,3,0,2,0,0,0,0,0
B09C7WN24K,1,2,1,0,0,0,1,0,0,0,0,0,0,0
B09CNSW4B1,1,2,0,8,0,0,2,0,0,0,0,0,0,0
B09D3L71W6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09DS438VR,1,4,0,11,1,0,5,0,0,0,3,0,0,0
B09DT8W595,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B09DTRB4CB,0,0,0,0,0,0,2,0,0,0,0,0,0,0
B09F9Z1NFL,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09F9ZJG2X,0,4,0,2,0,0,1,0,0,0,0,0,0,0
B09FPX4J56,1,2,0,0,0,0,0,0,0,0,0,0,0,0
B09FQ2NXJH,1,2,0,0,0,0,0,0,0,0,0,0,0,0
B09GB1TLRN,4,4,12,8,1,0,10,0,0,0,3,0,0,0
B09H7T28TP,2,0,0,2,0,1,0,0,1,0,0,0,0,0
B09HTT2TYC,0,6,3,0,2,0,0,0,2,0,0,0,0,0
B09KBR6K7M,0,12,0,25,2,0,3,0,0,0,0,0,0,0
B09KHDQJWK,0,0,1,2,0,0,0,0,0,0,0,0,0,0
B09KW8T7LQ,0,0,0,3,0,2,0,0,0,0,2,0,0,0
B09L6P6PH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09M7FH2FG,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B09MCLTNJ2,0,0,4,6,0,0,1,0,0,0,0,0,0,0
B09MDVWW5S,0,0,17,12,2,0,3,0,0,0,0,0,0,0
B09MG2X5ZZ,2,0,0,0,0,2,0,0,0,0,0,0,0,0
B09MJ5PYQ5,0,0,0,0,0,0,0,0,0,0,3,0,0,0
B09MSB2FRH,0,0,0,7,0,0,1,0,0,0,0,0,0,0
B09MSBV169,1,0,0,0,1,0,0,0,0,0,0,0,0,0
B09MSFN9CS,13,7,53,52,11,8,0,1,0,0,3,0,0,0
B09MSG7M4S,16,6,19,36,9,10,9,0,0,0,0,0,0,1
B09MSL6TVC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09MZR5PLK,3,0,0,2,0,0,2,0,0,0,0,0,0,0
B09MZRBLFV,2,3,12,4,0,5,2,0,0,0,0,0,0,0
B09MZRD6DY,1,0,4,0,0,0,0,0,0,0,0,0,0,0
B09NNRJPDS,2,0,0,6,0,0,0,0,0,0,0,0,0,0
B09NSZBRRP,0,2,5,4,0,0,1,0,0,0,0,1,0,0
B09NTPXH26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B09NTRH1NW,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B09PZYJ329,22,8,0,56,9,3,58,0,0,0,3,0,0,0
B09Q3MRSM2,2,76,2,64,9,5,25,0,2,0,0,0,0,0
B09Q97HZV4,2,0,0,4,0,2,0,0,0,0,0,0,0,0
B09Q99LJ66,2,0,8,6,0,0,1,0,0,0,0,0,0,0
B09QS27PTJ,19,22,7,64,7,8,50,0,2,0,2,0,0,0
B09T75JY39,2,0,0,0,0,0,1,0,0,0,0,0,0,0
B09T75MCRL,2,0,0,0,0,0,1,0,0,0,0,0,0,0
B09T75Y3HN,5,1,16,3,0,4,2,0,2,0,0,0,0,0
B09T76CBVJ,2,2,2,3,1,0,0,0,0,0,0,0,0,0
B09V8WN7DC,0,1,3,5,0,0,0,0,0,0,0,0,0,0
B09VMHGQFG,14,6,23,36,2,8,5,0,0,0,0,0,0,0
B09VQ2BHMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09VQW3V3W,7,10,30,11,0,6,5,0,2,2,2,0,0,0
B09VQY7WZ4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B09VR4LCJR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09VT1RV9R,2,0,6,6,0,0,0,0,0,0,0,0,0,0
B09VT936MM,4,2,10,8,3,1,3,0,0,0,0,0,0,0
B09VT97LF7,0,9,19,17,2,0,3,0,0,0,0,0,0,0
B09W8LWC46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09W8VQ7QP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09WB3DTTQ,0,0,0,3,0,0,0,0,0,0,0,0,0,0
B09WB53LSP,1,2,4,4,1,0,0,0,0,0,0,0,0,0
B09WBF4NYJ,0,0,6,0,0,2,0,0,0,0,0,0,0,0
B09WBH8HDX,2,0,0,2,0,0,1,0,0,0,0,0,0,0
B09WBNJTWS,0,0,6,4,0,0,0,0,0,0,0,0,0,0
B09WN186LK,0,2,3,7,0,0,1,0,0,0,0,0,0,0
B09WN1GDD2,1,0,9,0,0,0,2,0,0,0,0,0,0,0
B09WN36G4G,1,2,3,6,4,0,1,0,0,0,0,0,0,0
B09WN4F8NG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B09WR3KVWM,0,2,0,2,0,0,0,0,0,0,0,0,0,0
B09WYHCCSM,0,3,4,11,1,0,1,0,0,0,0,0,0,0
B09X17V39R,13,7,0,47,4,9,37,0,4,0,4,0,0,0
B09XBNC8GH,16,26,6,69,8,9,55,0,2,0,0,0,0,2
B09YDB8Y8F,4,0,0,15,3,2,15,0,0,0,0,0,0,0
B09Z6PM8V9,2,6,0,19,2,1,3,0,0,0,0,0,0,0
B09Z6QCL7Z,1,0,0,10,0,0,4,0,0,0,0,0,0,0
B09Z6RLBH1,4,8,0,15,2,0,9,0,0,0,4,0,0,0
B09Z6SXT97,0,2,0,4,1,0,2,0,0,0,0,0,0,0
B09ZPGC5Z9,1,34,54,55,0,8,27,0,6,5,0,0,0,4
B0B21FMCZT,1,10,13,20,0,2,0,0,0,0,1,0,0,0
B0B24PGR29,1,0,0,0,0,1,0,0,0,0,0,0,0,0
B0B28P878G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0B5BDBX8G,1,28,0,28,0,2,4,0,0,0,2,0,0,0
B0B5BDF7RW,1,28,0,28,0,2,4,0,0,0,2,0,0,0
B0B5HMR5MW,7,14,49,89,5,2,16,0,0,0,3,0,0,0
B0B5QX8NPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0B6BF1H4T,2,0,4,7,0,0,0,0,0,0,2,0,0,0
B0B6DQ3P2X,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0B71WTTC4,3,31,64,79,6,4,26,0,4,1,6,0,0,0
B0B723C8J5,3,31,64,79,6,4,26,0,4,1,6,0,0,0
B0B77XZR88,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B0B7SJK7CZ,0,0,0,2,2,0,2,0,0,0,0,0,0,0
B0B87P8967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0B9SCTQ64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BB2JRJK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BBDHC2MD,0,0,0,2,1,0,0,0,0,0,0,0,0,0
B0BCWGYJQF,5,91,5,73,12,5,53,0,10,0,17,0,0,0
B0BF9X73JT,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B0BH8F5FX8,1,15,3,13,0,0,2,0,2,0,3,0,0,0
B0BH8P2HHS,0,12,0,11,0,0,1,0,0,0,0,0,0,0
B0BHTFJ6VX,0,2,0,0,0,0,0,0,0,0,0,0,0,0
B0BJ1423G9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BKB2KLM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BKL9CGL8,5,26,43,55,5,0,28,1,8,3,0,0,0,1
B0BM54M3TS,5,2,8,8,1,0,6,0,0,0,0,0,0,0
B0BNQLW3X9,0,0,0,0,0,0,0,0,0,0,0,2,0,0
B0BNQZMV4Y,3,4,13,4,0,0,1,1,0,0,0,0,0,0
B0BQJQGK3K,2,4,17,24,2,3,0,2,2,0,0,0,0,0
B0BQJQW12P,4,1,26,9,0,1,1,0,3,0,0,0,0,0
B0BRQDG9LY,0,0,8,10,1,1,2,0,2,0,0,0,0,0
B0BRQHRMCT,1,4,4,8,0,0,1,0,0,0,0,0,0,0
B0BRQRG69J,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B0BRQRKW5K,2,0,0,1,0,0,0,0,0,0,0,0,0,0
B0BRQTPTK5,0,0,3,0,0,0,1,0,0,0,0,0,0,0
B0BS72CCY3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BS72FRX7,0,0,0,0,0,1,0,0,0,0,0,0,0,0
B0BS72JJK7,0,0,3,0,0,0,1,0,0,0,0,0,0,0
B0BS735M1G,0,2,0,0,0,0,1,0,0,0,0,0,1,0
B0BS73GH5D,0,0,0,1,0,0,0,0,0,0,0,0,0,0
B0BS73RHWX,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BSV7TVJR,4,0,3,8,2,2,0,0,0,0,0,0,0,0
B0BV2WJZ3N,1,2,9,0,0,0,0,0,0,0,0,0,0,0
B0BV2ZD1MW,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BW8SW3SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BW8V2HSN,2,0,3,2,0,3,1,0,0,0,0,0,0,0
B0BWR11RZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BWR21CQC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BWR28JSW,0,0,3,0,0,0,0,0,0,0,0,0,0,0
B0BXC1JKMG,2,1,12,5,0,0,0,0,0,0,2,0,0,0
B0BY33VD9P,2,6,5,40,5,5,5,1,0,0,0,0,0,0
B0BYF334CK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0BZ1WZZB3,5,7,0,21,2,1,10,0,2,0,0,0,0,0
B0C1GZZ6RZ,1,18,10,8,0,0,0,0,0,0,0,0,0,0
B0C1L89ZDR,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B0C2Z6XJMW,0,0,0,3,1,0,2,0,0,0,0,1,0,0
B0C4TH74KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0C668XCZQ,0,0,0,2,2,1,0,0,0,0,0,0,0,0
B0C789YV6X,9,31,0,41,4,7,37,0,0,0,0,0,0,1
B0C7MCTB5K,3,8,1,29,6,1,3,0,2,0,2,0,0,0
B0C7MDVP2G,3,8,1,29,6,1,3,0,2,0,2,0,0,0
B0C99HYHGF,0,0,0,0,1,0,3,0,0,0,0,0,0,0
B0C99KSRF4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B0C9QT2QX6,1,8,0,10,0,1,10,0,0,0,0,0,0,0
B0C9YLWBXH,1,2,0,2,2,0,2,0,0,0,0,0,0,0
B0CBT2534K,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B0CCF2B381,5,55,0,102,12,4,79,0,6,0,2,0,2,0
B0CJHJ6D74,0,0,0,0,0,2,1,0,0,0,0,0,0,0
B0CKH3BH19,0,0,0,2,0,0,0,0,0,0,0,0,0,0
B0CKYD431D,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B0CL3GQ5VP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B0CL3VMWJR,3,0,0,0,0,0,2,0,0,0,0,0,0,0
B0CL56DM4L,3,0,0,0,0,0,2,0,0,0,0,0,0,0
B0CL56VDZV,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B0CL9VMF6K,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0CLY65M7V,0,0,0,0,0,0,0,0,0,0,0,0,0,0
