asin,thumbnail,title,avg_rating,brand,category,num_reviews,price,unities,price_score,leak_score,absorb_score,comfort_score,material_score,package_score,size_score,unity_price,price_rank,leak_rank,absorb_rank,comfort_rank,material_rank,package_rank,size_rank
https://www.amazon.fr/dp/B09DS438VR,https://m.media-amazon.com/images/I/61fvW-f2BPL._AC_UL320_.jpg,"LUMMA® | Coupes menstruelles flexibles en silicone de qualité médicale Coupe menstruelle réutilisable │ Soins féminins │ Sans fuite │ Confortables et très douces (M, Pink Love)",3.7,Lumma,Tampons,65.0,9.99,,5.21199493485717,13.15375853234044,2.6923658033169198,14.188961390982561,41.2957872871567,7.969361582927561,6.9568135184004705,,230.0,121.0,418.5,139.0,151.0,387.5,86.0
https://www.amazon.fr/dp/B0BH8P2HHS,https://m.media-amazon.com/images/I/512q49-S7ZL._AC_UL320_.jpg,"Mascoto® Disques menstruels nouvelle génération avec boucle, coupe plate, silicone de qualité médicale réutilisable, alternative au tampon et aux tampons ultra confortables, pour les règles sexuelles",3.8,Mascoto,Tampons,18.0,27.94,,0.0,32.97532418673705,2.6923658033169198,22.10223786946595,35.43356740174836,7.969361582927561,1.97977590658111,,445.0,36.0,418.5,82.0,388.0,387.5,191.0
https://www.amazon.fr/dp/B079KFS95M,https://m.media-amazon.com/images/I/719fY6mIsWL._AC_UL320_.jpg,FAIR SQUARED Period Cup Menstrual Cup - Coupe menstruelle en caoutchouc naturel issu du commerce équitable - Vegan et Zero Waste (Taille L),4.3,Squared,Tampons,86.0,14.99,,0.0,7.0897305368159,2.6923658033169198,9.79646971610072,51.93234661248272,7.969361582927561,3.91588621696152,,445.0,418.5,418.5,243.0,68.5,387.5,138.0
https://www.amazon.fr/dp/B08XZRLFXZ,https://m.media-amazon.com/images/I/51TIS4SRP6L._AC_UL320_.jpg,Liberty Cup Culotte Menstruelle Couleur Noir Bio - S/M,2.8,IPRAD,Tampons,6.0,18.77,,0.0,7.0897305368159,2.6923658033169198,5.9157449467552,35.43356740174836,7.969361582927561,2.99568268975933,,445.0,418.5,418.5,485.5,388.0,387.5,158.5
https://www.amazon.fr/dp/B00UDFHFEQ,https://m.media-amazon.com/images/I/51-AOhmqZYL._AC_UL320_.jpg,Lamazuna Cup Féminine Coupe Menstruelle Taille 1,5.0,Lamazuna,Tampons,7.0,13.99,,0.0,13.19862639611149,14.78127615724119,10.08296001539416,35.43356740174836,7.969361582927561,0.0,,445.0,119.5,94.0,227.5,388.0,387.5,430.0
https://www.amazon.fr/dp/B0CBG1MX61,https://m.media-amazon.com/images/I/41fPAmK47HL._AC_UL320_.jpg,"Coupe menstruelle douce, design premium super doux et flexible, coupe menstruelle réutilisable en silicone, coupe menstruelle à porter pendant 12 heures, grand blanc",,nijosa,Tampons,,9.04,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B0852RH5CD,https://m.media-amazon.com/images/I/71H2ISZOVTL._AC_UL320_.jpg,Natur'Eden® Set Serviettes Hygiéniques Lavables et Brosse à Dents Bambou - Protections Menstruelles - 7 Serviette Absorbante avec Sac Étanche - Brosse à Poils Doux pour Nettoyage,4.2,Natur'Eden,Serviettes,252.0,9.99,,0.0,7.0897305368159,7.23536470747945,8.26479704524613,35.43356740174836,19.23779873686351,0.0,,445.0,418.5,209.0,313.0,388.0,116.0,430.0
https://www.amazon.fr/dp/B0CJXTCYD8,https://m.media-amazon.com/images/I/714z0PgflKL._AC_UL320_.jpg,LOPKJ 2 Lot De Disques Cup Coupe Menstruelle (Petit Et Grand) Lovense Cup Menstruelle Eponge RéUtilisable Tampon En Silicone FéMinin Sans Fuites De L'Environnement,,LOPKJ,Tampons,,20.99,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B0CJBZWYYP,https://m.media-amazon.com/images/I/611SC48wVOL._AC_UL320_.jpg,"SHORDY CupSister 2.0 Outil applicateur avec lubrifiant pour coupes menstruelles, insertion facile, ensemble d'applicateurs de gobelets menstruels réutilisables pour femmes, doux et facile à utiliser,",,SHORDY,Tampons,,20.65,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B08Z62C1WQ,https://m.media-amazon.com/images/I/81aR31T02xL._AC_UL320_.jpg,"Pure Ella Coupe Menstruelle – Silicone souple réutilisable, de qualité médicale et sans BPA – À porter pendant 12 heures – Respectueux de l'environnement et hypoallergénique – Tailles XS, S, L",4.2,Ella,Tampons,48.0,19.99,,0.0,16.88187728350577,2.6923658033169198,17.04868462931056,48.055258775127655,23.990823758929462,7.48920672439834,,445.0,78.0,418.5,112.0,87.0,76.0,79.0
https://www.amazon.fr/dp/B08S41Y6Q7,https://m.media-amazon.com/images/I/71fzSOn5pxL._AC_UL320_.jpg,Libby Coupe menstruelle Petit 14 ml – Coupe basse du col de l'utérus ou de débutant,4.8,Cup,Tampons,15.0,24.74,,0.0,16.253074325759282,2.6923658033169198,18.41739015267208,44.29195925218545,7.969361582927561,4.20497227200932,,445.0,85.0,418.5,94.5,114.0,387.5,129.0
https://www.amazon.fr/dp/B00M0S8OPS,https://m.media-amazon.com/images/I/51a+RwpaN4L._AC_UL320_.jpg,Liberty Cup Coupe Menstruelle Taille 1,4.5,Cup,Tampons,8.0,15.99,,0.0,7.0897305368159,2.6923658033169198,11.8314898935104,35.43356740174836,7.969361582927561,0.0,,445.0,418.5,418.5,175.0,388.0,387.5,430.0
https://www.amazon.fr/dp/B095WRBCWH,https://m.media-amazon.com/images/I/51yXGJS2bAS._AC_UL320_.jpg,"Coupe menstruelle, coupe menstruelle, souple, réutilisable, anti-fuite, sans BPA, tampon et tampon en silicone féminin alternative aux produits d'hygiène féminine",,YAQIAN,Tampons,,8.0,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B002MA4SI6,https://m.media-amazon.com/images/I/71az2G5lFaL._AC_UL320_.jpg,Lunette coupe menstruelle - Bleue - Taille 1 (EN Version),4.4,Lunette,Tampons,1462.0,25.0,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B0CL583N8D,https://m.media-amazon.com/images/I/51DxsXqoY3L._AC_UL320_.jpg,"FENYW Disque menstruel, Disques menstruels réutilisables femdisc, coupe menstruelle souple en silicone, disque menstruel femdisc, cup menstruelletampons souples alternatifs et OB (rouge S)",2.5,FENYW,Tampons,2.0,6.99,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B01CUOKUG2,https://m.media-amazon.com/images/I/81ZVNL3+BcL._AC_UL320_.jpg,"Coupe Menstruelle Sileu Cup Soft - Hypoallergenique, sans cruauté - Previent la cystite - Sans fuite- Silicone médicale antimicrobien - Taille L, Violet",4.4,Sileu,Tampons,595.0,16.54,,3.4171575738586704,11.06550938004026,2.6923658033169198,14.05203956692785,35.43356740174836,7.969361582927561,1.8244475139710399,,281.0,168.0,418.5,142.0,388.0,387.5,199.0
https://www.amazon.fr/dp/B0CLLBBYQ5,https://m.media-amazon.com/images/I/71TkYiUDtPL._AC_UL320_.jpg,"JDCMEI Coupe Menstruelle, Menstruels Réutilisables Femdisc Disque Menstruel avec Boîte en Silicone Disque Menstruel Souple Tasse en Silicone Féminine Tampon et Tampon Alternatifs Produits",,JDCMEI,Tampons,,12.49,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B00B6RTB7O,https://m.media-amazon.com/images/I/41UE1-g3VVL._AC_UL320_.jpg,Irisana Iriscup Coupe menstruelle L transparent,4.4,Irisana,Tampons,188.0,21.0,,4.16587432234052,7.0897305368159,2.6923658033169198,12.52841061104304,35.43356740174836,7.969361582927561,2.22419332051098,,260.0,418.5,418.5,164.0,388.0,387.5,180.0
https://www.amazon.fr/dp/B0CLG43TJ3,https://m.media-amazon.com/images/I/51d5oDZWeJL._AC_UL320_.jpg,"DAJASD Femdisc Disque menstruel réutilisable, disque menstruel réutilisable, en silicone, 2 tailles, sans BPA, rouge L et rouge S",,DAJASD,Tampons,,11.66,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B07KW1GWWM,https://m.media-amazon.com/images/I/71aU0D2YTGL._AC_UL320_.jpg,Livella coupe menstruelle/incluses cup (S) / Qualité allemande/hygiène mensuelle durable/alternative aux tampons et liaisons/silicone médical,3.7,Livella,Tampons,49.0,14.9,,0.0,13.5841155677776,9.11824375667072,11.45346808566454,54.268331901566015,31.877446331710267,2.98021220287483,,445.0,114.0,173.5,185.0,62.0,48.0,160.0
https://www.amazon.fr/dp/B01IH5NB3M,https://m.media-amazon.com/images/I/41rUPfMBH4L._AC_UL320_.jpg,"Eco-Conseils Coupe Menstruelle, Rose, Grande, 29 ml",4.2,ECO-CONSEILS.COM,Tampons,93.0,19.9,,0.0,16.87576105285449,10.0697379787388,9.730368713039821,40.83948502733355,7.969361582927561,5.1322484044845105,,445.0,79.0,151.0,247.0,158.0,387.5,112.0
https://www.amazon.fr/dp/B0CLR6BC7S,https://m.media-amazon.com/images/I/61RqwPiIajL._AC_UL320_.jpg,"PLLYPE Femdisc - Disque menstruel - Coupe menstruelle réutilisable, anti-fuite, en silicone avec 2 tailles, coupe menstruelle sans BPA (violet L et violet S)",,PLLYPE,Tampons,,12.99,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B0B2S8C8FR,https://m.media-amazon.com/images/I/61yP-8OkeQL._AC_UL320_.jpg,Coupe menstruelle Eurêka! tasse classique M/L 1 unité,4.0,CUP,Tampons,1.0,19.95,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B08Z7PVGJ2,https://m.media-amazon.com/images/I/41UtZXjF-pL._AC_UL320_.jpg,Liberty Cup Culotte Menstruelle Couleur Noir Bio - XS,,Cup,Tampons,,16.42,,,,,,,,,,,,,,,,
https://www.amazon.fr/dp/B0CLY65M7V,https://m.media-amazon.com/images/I/51YQOkVViaL._AC_UL320_.jpg,"2 Pièces Disque Menstruel, Disques Menstruels Réutilisables en Silicone 100% Médical avec S et L Coupe menstruelle Merula Cup avec Boîte en Silicone Disque Périodique Alternative aux Tampons Doux",2.5,IXYHKB,Tampons,2.0,15.99,,0.0,7.0897305368159,2.6923658033169198,5.9157449467552,35.43356740174836,7.969361582927561,0.0,,445.0,418.5,418.5,485.5,388.0,387.5,430.0
https://www.amazon.fr/dp/B07C881G7Z,https://m.media-amazon.com/images/I/61Euho81C1L._AC_UL320_.jpg,"Coupe menstruelle Rainbow Cup en silicone médical sans latex et additifs, pratique, écologique, sûr, disponible en plusieurs variantes - Coupe menstruelle douce, couleur rayon de soleil, taille 2",3.8,Rainbowcup,Tampons,34.0,14.11,,6.1418626015182,21.381542875767128,2.6923658033169198,14.44632477168564,49.249754687453176,7.969361582927561,0.0,,211.0,52.0,418.5,138.0,81.0,387.5,430.0
